"station_id","network_id","station_full_name","site_lon","site_lat","operational_from","operational_to","permanent_installation","oceanops_ref","wmo_code","wigos_id","EDMO_code","summary","DoA_estimation_method","calibration_type","calibration_link","last_calibration_date","institution_name","institution_website","manufacturer","transmit_central_frequency","number_of_transmit_antennas","number_of_receive_antennas","temporal_resolution","radial_QC_velocity_threshold","radial_QC_variance_threshold","radial_QC_temporal_derivative_threshold","radial_QC_median_filter_RCLim","radial_QC_median_filter_AngLim","radial_QC_median_filter_CurLim","radial_QC_average_radial_bearing_min","radial_QC_average_radial_bearing_max","radial_QC_radial_count_threshold","number_of_range_cells","EU_HFR_processing_flag","connected_to_NRT","connected_to_REP","radial_input_folder_path","radial_HFRnetCDF_folder_path","SDC_distribution_flag","SDC_OpenDAP_data_url","SDC_folder_path"
"COP1","HFR-US-WestCoast","Coal Oil Pt.","-119.878","34.4078","2004-10-25",NULL,"1",NULL,NULL,NULL,"3820","The data set consists of maps of radial velocity of the sea water surface current collected at Coal Oil Pt. (COP1) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of California, Santa Barbara (UCSB)","https://www.ucsb.edu/","Codar","13.44","1","1","60","5","1","2","5","30","3","0","360","200","100","1","0","0",,,"0",,
"CORE","HFR-US-EastGulfCoast","Core Banks","-76.4114","34.7601","2013-10-24",NULL,"1",NULL,NULL,NULL,"3660","The data set consists of maps of radial velocity of the sea water surface current collected at Core Banks, NC (CORE) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of North Carolina Chapel Hill (UNC)","https://www.unc.edu/","Codar","4.537","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"CPLF","HFR-US-EastGulfCoast","Chevron Pipeline Facility","-90.19","29.1031","2019-09-10",NULL,"1",NULL,NULL,NULL,"3399","The data set consists of maps of radial velocity of the sea water surface current collected at Chevron Pipeline Facility, LA (CPLF) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Fugro Geoconsulting Inc","http://www.fugrogeoconsulting.com/","Codar","4.49","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"CPVN","HFR-US-EastGulfCoast","Camp Varnum","-71.4319","41.448","2019-08-01","2020-02-07","1",NULL,NULL,NULL,"3844","The data set consists of maps of radial velocity of the sea water surface current collected at Camp Varnum, RI (CPVN) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Woods Hole Oceanographic Institution (WHOI)","https://www.whoi.edu/","UH LERA","16.112","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"CREU","HFR-ICATMAR","Cap de Creus station","3.316","42.3189","2022-12-18",NULL,"1","6103622","6103622","0-22000-0-6103622","5857","The data set consists of maps of radial velocity of the sea water surface current collected at Cap de Creus (CREU) site in the Catalan coast. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 1.3 meters of the ocean.","Direction Finding","APM","info@icatmar.cat","2023-03-07","Direcció General de Política Marítima i Pesca Sostenible – Generalitat de Catalunya","https://icatmar.cat","CODAR","13.5","1","1","60","1.4","1","0.3","2.1","10","0.3","107","167","140","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-ICATMAR/Radials_ruv/CREU","/home/radarcombine/EU_HFR_NODE/HFR-ICATMAR/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-ICATMAR-CREU_v3",NULL
"CRIS","HFR-US-WestCoast","Crissy Field","-122.466","37.8064","2017-01-01",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Crissy Field, CA (CRIS) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Codar Ocean Sensors","http://www.codar.com/","Codar","40.75","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"CSAP","HFR-NASCUM","Cape Savudrija","13.491","45.4899","2007-08-07","2010-07-16","0","6103616","6103616","0-22000-0-6103616","700","The data set consists of maps of radial velocity of the sea water surface current collected at Cape Savudrija (CSAP) site in the Northern Adriatic Sea. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","dadic@izor.hr",NULL,"Institute of Oceanography and Fisheries","https://jadran.izor.hr/eng/intro.html","Codar","25","1","1","60","1","1","1","5","30","1","0","360","200","91","0","0","0",,,"0",,
"CSMR","HFR-Granitola","Capo San Marco","13.0208","37.4959","2023-10-09",NULL,"1","6103584","6103584","0-22000-0-6103584","120","The data set consists of maps of radial velocity of the sea water surface current collected at Capo San Marco (CSMR) site in the Strait of Sicily (Mediterranean Sea). Data are averaged over a time interval of 30 minutes. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","Full","ddeponte@inogs.it","2009-04-30","Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS","https://www.ogs.it/","CODAR","24.5","1","1","60","1.2","1","1","5","30","1","0","360","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Granitola/Radials_ruv/CSMR","/home/radarcombine/EU_HFR_NODE/HFR-Granitola/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Granitola-CSMR_v3",
"CSTB","HFR-GoN","Castellammare di Stabia","14.4643","40.6929","2008-06-01",NULL,"1","6103586","6103586","0-22000-0-6103586","234","The data set consists of maps of radial velocity of the sea water surface current collected at Castellammare di Stabia (CSTB) site in the Gulf of Naples. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","pierpaolo.falco@uniparthenope.it",NULL,"University of Naples Parthenope","https://www.uniparthenope.it/","Codar","24.6","1","1","60","1","1","1","5","30","1","0","360","200","91","0","0","0","/home/radarcombine/EU_HFR_NODE/HFR_GoN/Radials_ruv/CSTB","/home/radarcombine/EU_HFR_NODE/HFR_GoN/Radials_nc","0",,
"CSTM","HFR-US-EastGulfCoast","Cape St. Mary","-66.2114","44.0861","2004-01-30",NULL,"1",NULL,NULL,NULL,"3827","The data set consists of maps of radial velocity of the sea water surface current collected at Cape St. Mary, NS, CA (CSTM) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Maine (UMaine)","https://umaine.edu/","Codar","4.82","1","1","60","5","1","2","5","30","3","0","360","200","300","1","0","0",,,"0",,
"CSW ","HFR-US-EastGulfCoast","Fort Caswell","-78.0258","33.8892","2012-02-16",NULL,"1",NULL,NULL,NULL,"3835","The data set consists of maps of radial velocity of the sea water surface current collected at Fort Caswell, NC (CSW) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","hfrnet.administrators@sio.ucsd.edu",NULL,"University of South Carolina (SC)","http://www.sc.edu/","WERA","8.374","1","1","60","5","1","2","5","30","3","0","360","200","300","1","0","0",,,"0",,
"CZUB","HFR-NASCUM","Cape Zub","13.5691","45.2982","2007-08-07","2010-07-16","0","6103617","6103617","0-22000-0-6103617","700","The data set consists of maps of radial velocity of the sea water surface current collected at Cape Zub (CZUB) site in the Northern Adriatic Sea. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","dadic@izor.hr",NULL,"Institute of Oceanography and Fisheries","https://jadran.izor.hr/eng/intro.html","Codar","25","1","1","60","1","1","1","5","30","1","0","360","200","91","0","0","0",,,"0",,
"DCLR","HFR-US-WestCoast","Diablo Canyon Long Range","-120.863","35.2175","2007-05-18",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Diablo Canyon Long Range, CA (DCLR) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"California Polytechnic State University ""San Luis Obispo"" (SLO)","https://www.calpoly.edu/","Codar","4.476","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"DCSR","HFR-US-WestCoast","Diablo Canyon Standard Range","-120.846","35.2024","2007-05-18",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Diablo Canyon Standard Range, CA (DCSR) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"California Polytechnic State University ""San Luis Obispo"" (SLO)","https://www.calpoly.edu/","Codar","13.5","1","1","60","5","1","2","5","30","3","0","360","200","150","1","0","0",,,"0",,
"DUCK","HFR-US-EastGulfCoast","Duck","-75.7502","36.1803","2000-03-27",NULL,"1",NULL,NULL,NULL,"3660","The data set consists of maps of radial velocity of the sea water surface current collected at Duck, NC (DUCK) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of North Carolina Chapel Hill (UNC)","https://www.unc.edu/","Codar","4.537","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"ESTR","HFR-US-WestCoast","Point Estero","-120.978","35.4597","2006-09-11",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Point Estero, CA (ESTR) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"California Polytechnic State University ""San Luis Obispo"" (SLO)","https://www.calpoly.edu/","Codar","13.5","1","1","60","5","1","2","5","30","3","0","360","200","150","1","0","0",,,"0",,
"EXPL","HFR-US-WestCoast","The Exploratorium Museum","-122.397","37.8029","2017-01-01",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at The Exploratorium Museum, CA (EXPL) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Codar Ocean Sensors","http://www.codar.com/","Codar","43.685","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"FARO","HFR-US-PuertoRicoVirginIslands","Cabo Rojo Lighthouse at Cabo Rojo","-67.192","17.9334","2015-06-10",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Cabo Rojo Lighthouse (FARO) site along the Puerto Rico coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Universidad de Puerto Rico (UPR)","https://www.upr.edu/","Codar","4.35","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"FBK1","HFR-US-WestCoast","FallBack22, Pt. Sal","-120.621","34.8698","2007-11-17",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at FallBack22, Pt. Sal, CA (FBK1) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"California Polytechnic State University ""San Luis Obispo"" (SLO)","https://www.calpoly.edu/","Codar","12.15","1","1","60","5","1","2","5","30","3","0","360","200","150","1","0","0",,,"0",,
"FDS ","HFR-US-EastGulfCoast","Ft. De Soto","-82.7381","27.6358","2010-07-24",NULL,"1",NULL,NULL,NULL,"3838","The data set consists of maps of radial velocity of the sea water surface current collected at Ft. De Soto, FL (FDS) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","hfrnet.administrators@sio.ucsd.edu",NULL,"University of South Florida (USF)","https://www.usf.edu/","WERA","12.98","1","1","60","5","1","2","5","30","3","0","360","200","200","1","0","0",,,"0",,
"FEDJ","HFR-Vestlandet","Fedje","4.694","60.776","2022-07-08",NULL,"1","6301849","6301849","0-22000-0-6301849","1212","The data set consists of maps of radial velocity of the sea water surface current at Fedje (FEDJ) site along the Western coast of Norway. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","terjeb@met.no","2022-09-22","Norwegian Meteorological Institute","http://www.met.no","Codar","4.4505","2","1","60","1.2","1","1","5","30","1","0","360","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Vestlandet/Radials_ruv/FEDJ","/home/radarcombine/EU_HFR_NODE/HFR-Vestlandet/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Vestlandet-FEDJ_v3","/home/radarcombine/EU_HFR_NODE/HFR-Vestlandet/SDC/Radials"
"FISI","HFR-Dardanos","Fisini","25.3709","39.8105","2009-11-01","2011-06-24","1","6103594","6103594","0-22000-0-6103594","323","The data set consists of maps of radial velocity of the sea water surface current collected at Fisini (FISI) site at the eastern coast of Lemnos island. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","alkiviadis.kalampokis@hcmr.gr",NULL,"University of the Aegean","https://www.aegean.gr/","WERA","13.5","1","1","20","1.2","1","1","5","30","1","0","360","200","100","0","0","0",,,"0",,
"FIST","HFR-Galicia","Finisterre HF Radar","-9.27","42.88","2011-12-01",NULL,"1","6204730","6204730","0-22000-0-6204730","2751","The data set consists of maps of radial velocity of the sea water surface current collected at Finisterre (FIST) site along the Galician coast (North Western Spain). Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","maribel@puertos.es","2023-07-18","PUERTOS DEL ESTADO","http://www.puertos.es","CODAR Ocean Sensors SeaSonde","4.463","1","1","60","1.2","1","1","5","30","1","150","220","200","40","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Galicia/Radials_ruv/FIST","/home/radarcombine/EU_HFR_NODE/HFR-Galicia/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Galicia-FIST_v3","/home/radarcombine/EU_HFR_NODE/HFR-Galicia/SDC/Radials"
"FLND","HFR-US-EastGulfCoast","First Landing State Park","-76.0539","36.9194","2019-05-08",NULL,"1",NULL,NULL,NULL,"3806","The data set consists of maps of radial velocity of the sea water surface current collected at First Landing State Park, VA (FLND) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Old Dominion University (ODU)","https://www.odu.edu/","Codar","25.6","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"FORM","HFR-Ibiza","FORM","1.3887","38.6662","2012-06-01",NULL,"1","6103619","6103619","0-22000-0-6103619","3410","The data set consists of maps of radial velocity of the sea water surface current collected at Formentera (FORM) site in the Ibiza Channel (Mediterranean Sea). Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.9 meters of the ocean.","Direction Finding","APM","ereyes@socib.es","2020-03-03","SOCIB - Balearic Islands Coastal Observing and forecasting System","https://www.socib.es","CODAR SeaSonde","13.5","1","1","60","0.8","1","1","6","30","0.7","190","345","500","79","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Ibiza/Radials_ruv/FORM","/home/radarcombine/EU_HFR_NODE/HFR-Ibiza/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Ibiza-FORM_v3","/home/radarcombine/EU_HFR_NODE/HFR-Ibiza/SDC/Radials"
"FORT","HFR-US-WestCoast","Fort Funston","-122.501","37.7123","2018-02-19",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Fort Funston, CA (FORT) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Codar Ocean Sensors","http://www.codar.com/","Codar","13.525","1","1","60","5","1","2","5","30","3","0","360","200","150","1","0","0",,,"0",,
"FRUH","HFR-Finnmark","Fruholmen","23.982","71.094","2017-09-01",NULL,"1","6301848","6301848","0-22000-0-6301848","1212","The data set consists of maps of radial velocity of the sea water surface current collected at Fruholmen (FRUH) site along the coast of Finnmark. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","terjeb@met.no","2024-04-22","Norwegian Meteorological Institute","http://www.met.no","Codar","4.453","1","1","60","1.2","1","1","5","30","1","120","230","200","20","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Finnmark/Radials_ruv/FRUH","/home/radarcombine/EU_HFR_NODE/HFR-Finnmark/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Finnmark-FRUH_v3","/home/radarcombine/EU_HFR_NODE/HFR-Finnmark/SDC/Radials"
"FURA","HFR-US-PuertoRicoVirginIslands","Anasco","-67.1983","18.2919","2009-12-04",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Anasco (FURA) site along the Puerto Rico coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Universidad de Puerto Rico (UPR)","https://www.upr.edu/","Codar","13.45","1","1","60","5","1","2","5","30","3","0","360","200","150","1","0","0",,,"0",,
"GALF","HFR-Ibiza","GALF","1.21915","38.9519","2012-06-01",NULL,"1","6103618","6103618","0-22000-0-6103618","3410","The data set consists of maps of radial velocity of the sea water surface current collected at Puig de Galfi (GALF) site in the Ibiza Channel (Mediterranean Sea). Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","ereyes@socib.es","2017-01-26","SOCIB - Balearic Islands Coastal Observing and forecasting System","https://www.socib.es","CODAR SeaSonde","13.5","1","1","60","0.8","1","1","6","30","0.7","140","350","500","79","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Ibiza/Radials_ruv/GALF","/home/radarcombine/EU_HFR_NODE/HFR-Ibiza/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Ibiza-GALF_v3","/home/radarcombine/EU_HFR_NODE/HFR-Ibiza/SDC/Radials"
"GARC","HFR-IROISE","Garchine","-4.77556","48.5028","2006-07-12",NULL,"1","6204712","6204712","0-22000-0-6204712","540","The data set consists of maps of radial velocity of the sea water surface current collected at Garchine (GAR) site in the Iroise Sea. Data are averaged over a time interval of 10 minutes. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","internal","solene.jousset@shom.fr","2009-09-23","Shom","https://www.shom.fr","WERA","12.377","1","1","10","2.5","1","1","5","30","1","0","0","200","100","0","0","0",,,"0",,"/home/radarcombine/EU_HFR_NODE/HFR-IROISE/SDC/Radials"
"GCAP","HFR-US-EastGulfCoast","Great Captain Island","-73.6238","40.9826","2008-01-16",NULL,"1",NULL,NULL,NULL,"3824","The data set consists of maps of radial velocity of the sea water surface current collected at Great Captain Island, CT (GCAP) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Connecticut (U.Conn)","https://uconn.edu/","Codar","25.3","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"GCVE","HFR-US-WestCoast","Gerstle Cove, Salt Point State Park, Sonoma County","-123.331","38.5672","2018-09-21",NULL,"1",NULL,NULL,NULL,"3645","The data set consists of maps of radial velocity of the sea water surface current collected at Gerstle Cove, Salt Point State Park, Sonoma County (GCVE) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Bodega Marine Laboratory (BML)","https://marinescience.ucdavis.edu/bml/about","Codar","13.533","1","1","60","5","1","2","5","30","3","0","360","200","70","1","0","0",,,"0",,
"GCYN","HFR-US-WestCoast","Granite Canyon","-121.922","36.4395","2006-05-01",NULL,"1",NULL,NULL,NULL,"3805","The data set consists of maps of radial velocity of the sea water surface current collected at Granite Canyon (GCYN) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Naval Postgraduate School (NPS)","https://nps.edu/","Codar","12.95","1","1","60","5","1","2","5","30","3","0","360","200","100","1","0","0",,,"0",,
"GMNB","HFR-US-EastGulfCoast","Grand Manan","-66.9045","44.6006","2008-08-11","2019-07-25","1",NULL,NULL,NULL,"3827","The data set consists of maps of radial velocity of the sea water surface current collected at Grand Manan, NB, CA (GMNB) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Maine (UMaine)","https://umaine.edu/","Codar","4.82","1","1","60","5","1","2","5","30","3","0","360","200","300","1","0","0",,,"0",,
"GNST","HFR-ICATMAR","Port Ginesta station","1.92212","41.256","2023-12-31",NULL,"1","6103623","6103623","0-22000-0-6103623","5857","The data set consists of maps of radial velocity of the sea water surface current collected at Port Ginesta (GNST) site in the Catalan coast. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 1.3 meters of the ocean.","Direction Finding","APM","info@icatmar.cat","2024-03-01","Direcció General de Política Marítima i Pesca Sostenible – Generalitat de Catalunya","https://icatmar.cat","CODAR","13.5","1","1","60","1.4","1","0.3","2.1","10","0.3","131","191","140","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-ICATMAR/Radials_ruv/GNST","/home/radarcombine/EU_HFR_NODE/HFR-ICATMAR/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-ICATMAR-GNST_v3",NULL
"GOUR","HFR-Cotentin","Goury","-1.94133","49.7212","2018-01-01",NULL,"0","6204738","6204738","0-22000-0-6204738","2877","The data set consists of maps of radial velocity of the sea water surface current collected at Goury (GOUR) site along the Northern coast of France. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","ac.bennis@unicaen.fr",NULL,"University of Caen","https://www.unicaen.fr/","WERA","13.5","1","1","20","1.2","1","1","5","30","1","0","360","200","100","0","0","0",,,"0",,
"GRNI","HFR-US-EastGulfCoast","Green's Island","-68.8607","44.0251","2005-11-04","2019-11-02","1",NULL,NULL,NULL,"3827","The data set consists of maps of radial velocity of the sea water surface current collected at Green's Island, Maine, USA (GRNI) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Maine (UMaine)","https://umaine.edu/","Codar","4.82","1","1","60","5","1","2","5","30","3","0","360","200","300","1","0","0",,,"0",,
"GTN ","HFR-US-EastGulfCoast","Georgetown","-79.1528","33.3561","2012-02-16",NULL,"1",NULL,NULL,NULL,"3835","The data set consists of maps of radial velocity of the sea water surface current collected at Georgetown, SC (GTN) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","hfrnet.administrators@sio.ucsd.edu",NULL,"University of South Carolina (SC)","http://www.sc.edu/","WERA","8.375","1","1","60","5","1","2","5","30","3","0","360","200","300","1","0","0",,,"0",,
"HAIF","HFR-Haifa","Haifa	

","34.985","32.837",NULL,NULL,"0",NULL,NULL,NULL,"1051","The data set consists of maps of radial velocity of the sea water surface current collected at Haifa (HAIF) site in the Haifa Bay. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hezi.gildor@huji.ac.il",NULL,"The Fredy and Nadine Herrmann Institute of Earth Sciences","https://en.earth.huji.ac.il/","Codar","24","1","1","60","1.2","1","1","5","30","1","0","360","200","20","0","0","0",,,"0",,
