"network_id","operational_from","operational_to","EDIOS_Series_id","EDMO_code","metadata_page","title","summary","institution_name","citation_statement","license","acknowledgment","total_QC_velocity_threshold","total_QC_GDOP_threshold","total_QC_variance_threshold","total_QC_temporal_derivative_threshold","total_QC_data_density_threshold","project","institution_website","contributor_name","contributor_role","contributor_email","comment","network_name","area","geospatial_lon_min","geospatial_lon_max","geospatial_lat_min","geospatial_lat_max","grid_resolution","temporal_resolution","region_bigram","radial_combination","combination_search_radius","EU_HFR_processing_flag","connected_to_NRT","connected_to_REP","total_input_folder_path","total_HFRnetCDF_folder_path","total_mat_folder_path","TDS_root_url","SDC_distribution_flag","SDC_OpenDAP_data_url","SDC_folder_path"
"HFR-NAdr","2015-01-12",NULL,"HFR-NAdr","120","https://thredds.hfrnode.eu:8443/thredds/NRTcurrent/HFR-NAdr/HFR-NAdr_catalog.html","Near Real Time Surface Radial Velocities by HFR-NorthAdriatic","The data set consists of maps of total velocity of the surface current in the Gulf of Trieste (Northern Adriatic Sea) averaged over a time interval of 30 minutes. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS","These data was collected and made freely available by OGS, ARPA FVG, NIB and ARSO and the programs that contribute to it. Data is processed by OGS, ARPA FVG, NIB and ARSO.","HF radar sea surface current velocity dataset by OGS, NIB and ARSO is licensed under the access to the data and usage are as specified in the SeaDataNet data policy and licence agreement (https://www.seadatanet.org/content/download/1695/file/SeaDataNet%20Data%20Policy.pdf).","The HF Radar Network network has been designed,implemented and managed throughthe efforts of OGS-Trieste, ARPA FVG, NIB-Slovenia and ARSO-Slovenia.","1","2","1","1","3",,"https://www.ogs.it/"," Laura Ursella; Branko Čermelj; Daniela Turk; Matjaž Ličer; Cardin Vanessa; Davide Lombardo; Deponte Davide; Simone Martini; Federico Pittaluga;Giorgio Bolzon;Damir Dezeljin","Principal investigator; Principal investigator; Principal investigator; investigator; investigator; investigator; radar technician; investigator; radar technician;data manager; data manager;","lursella@ogs.it; branko.cermelj@nib.si; daniela.turk@gov.si;Matjaz.Licer@nib.si; vcardin@ogs.it; dlombardo@ogs.it; ddeponte@ogs.it;simone.martini@arpa.fvg.it; federico.pittaluga@arpa.fvg.it;gbolzon@ogs.it;damir.dezeljin@dezo.org","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","GULF OF TRIESTE (GOT)","Mediterranean Sea - Gulf of Trieste (GOT)","13.375","13.7806","45.5269","45.7833","1.5","30","MO","0","2","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-NAdr/Totals_asc","/home/radarcombine/EU_HFR_NODE/HFR-NAdr/Totals_nc",,,"0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-NAdr-Total_v3",
"HFR-NASCUM","2007-08-07","2010-07-16","HFR-NASCUM","700","http://www.izor.hr/nascum/","Near Real Time Surface Ocean Radial Velocity by HFR-NASCUM","The data set consists of real-time continuous coastal ocean surface current maps in Northern Adriatic Sea averaged over a time interval of 1 hour around the cardinal hour, measured by the coastal High-Frequency Radars. Surface ocean velocities estimated by HF Radar are representative of the upper upper 0.3‑2.5 meters of the ocean.","Institute of Oceanography and Fisheries","Surface current data were obtained by the HF radar network installed in the framework of the NASCUM INTERREG IIIA Adriatic Cross Border Program (2007-2008).",NULL,"Surface current data were obtained by the HF radar network installed in the framework of the NASCUM INTERREG IIIA Adriatic Cross Border Program (2007-2008). The project is a collaborative effort of three Italian organizations and two Croatian institutes: Institute of Oceanography and Fisheries at Split being the coordinator, and also including Institut Ruđer Bošković - Centre for Marine Research at Rovinj.","1","20","1","1","3","NASCUM","https://jadran.izor.hr/eng/intro.html","Hrvoje Mihanovic; Vlado Dadic; Stipe Muslim","Network manager; HFR expert; HFR expert","hrvoje.mihanovic@izor.hr; dadic@izor.hr; stipe.muslim@izor.hr","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","HFR-NASCUM","Adriatic Sea",NULL,NULL,NULL,NULL,NULL,"60","MO","1","6","0","0","0",,,,,"0",,
"HFR-PLOCAN","2017-10-13",NULL,"HFR-PLOCAN","3497","http://opendap.puertos.es/thredds/catalog/radar_local_plocan/latest/catalog.html?dataset=radar_local_plocan/latest/five_days.nc","Near Real Time Surface Ocean Velocity by the Coastal High Frequency Radar Network of the Oceanic Platform of the Canary Islands Observatory","The data set consists of near-real time surface ocean velocity in the North-East coast of Gran Canaria averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.5 meters of the ocean. Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two radar stations, one located at PLOCAN on shore facilities and the other at Las Palmas harbour. ","PLOCAN","Data users are requested that all data produced by PLOCAN observatory are cited in reports, websites and  publications  with  proper  authorship,  in  agreement  with  common  and  standard  practices  (e.g., using doi: when possible or other form of traceable acknowledgement). When data or data products are  used  for websites  the  PLOCAN  logo  shall  be  displayed. Co-authorship  of  publication  may  be requested by the owner or principal investigator of the instrument.Citation of data will at least include the Principal Investigator,and where provided the names of those who collaborated in the production of the data","https://creativecommons.org/licenses/by/4.0/","HF Radar data were acquired and published by the Oceanic Platform of the Canary Islands (PLOCAN).","1.2","2","1","1.2","3",,"https://www.plocan.eu","Tania Morales","Data Manager","tania.morales@plocan.eu","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","PLOCAN Coastal High Frequency Radar Network","Atlantic Ocean","-15.4203","-14.8937","27.8505","28.3446","0.75","60","GL","1","2.5","1","1","1",,"/home/radarcombine/EU_HFR_NODE/HFR-PLOCAN/Totals_nc","/home/radarcombine/EU_HFR_NODE/HFR-PLOCAN/Totals_mat",,"1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-PLOCAN-Total_v3","/home/radarcombine/EU_HFR_NODE/HFR-PLOCAN/SDC/Totals"
"HFR-S4E","2022-01-01","2022-04-01",,"3","No metadata","radar s4e","radar s4e",,"radar s4e","radar s4e","radar s4e","1.2","2","1","1.2","3",,,"antonio mancino","SW designer","agmancino@gmail.com",,,,"43.01","43.55","10.28","10.31","0.03","10.1","NA","1","0.06","0",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL
"HFR-Skagerrak","2016-05-25",NULL,"HFR-Skagerrak","1212","https://thredds.hfrnode.eu:8443/thredds/NRTcurrent/HFR-Skagerrak/HFR-Skagerrak_catalog.html","Near Real Time Surface Ocean Velocity by HFR-Skagerrak","The data set consists of maps of total velocity of the surface current in the Skagerrak Strait averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Norwegian Meteorological Institute","Data collected and processed by the Norwegian Meteorological Institute.","HF radar sea surface current velocity dataset by the Norwegian Meteorological Institute is licensed under a Creative Commons Attribution 4.0 International License. You should have received a copy of the license along with this work. If not, see http://creativecommons.org/licenses/by/4.0/.","HFR-Skagerrak Radar Network has been designed, implemented and managed through the efforts of the Norwegian Meteorological Institute.","1.2","2","1","1.2","3","N/A","http://www.met.no","Terje Borge; Martina Idzanovic","Site manager; Administrative contact","terjeb@met.no; martinai@met.no","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","MetNo HFR-Skagerrak","Skagerrak","7.5","12","57","59.5","3","60","GL","1","6","1","1","1",,"/home/radarcombine/EU_HFR_NODE/HFR-Skagerrak/Totals_nc","/home/radarcombine/EU_HFR_NODE/HFR-Skagerrak/Totals_mat","http://thredds.met.no/thredds/dodsC/remotesensinghfradar/","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Skagerrak-Total_v3","/home/radarcombine/EU_HFR_NODE/HFR-Skagerrak/SDC/Totals"
"HFR-SMHI","2014-01-01","2015-09-04","HFR-SMHI","545",,"Near Real Time Surface Ocean Velocity by HFR-SMHI","The data set consists of maps of total velocity of the surface current in the Skagerrak Strait averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Swedish Meteorological and Hydrological Institute - SMHI","These data were collected and made freely available by the Copernicus project and the programs that contribute to it. Data collected and processed by SMHI within SaRaCuS and SOROS projects.","HF radar sea surface current velocity dataset by SMHI is licensed under a Creative Commons Attribution 4.0 International License. You should have received a copy of the license along with this work. If not, see http://creativecommons.org/licenses/by/4.0/.","SMHI HF Radar Network has been established within SaRaCus and SOROS projects.","1.2","2","1","1.2","3","SaRaCus and SOROS","https://www.smhi.se/","Patrick Gorringe","Network manager","Patrick.Gorringe@smhi.se","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","HFR-SMHI","Skagerrak Strait","9","12","57.5","59","3","60","GL","1","6","0","0","0",,,,,"0",,
"HFR-South","2016-02-15",NULL,"HFR-South","590","https://thredds.hfrnode.eu:8443/thredds/NRTcurrent/HFR-South/HFR-South_catalog.html","Near Real Time Surface Ocean Velocity by South HF Radar network","Coastal ocean surface current maps in different areas of the Portuguese Continental shelf measured by High-Frequency Radars (HFR) since 2016. Four HFR sites (SGTR, AFTR, VATR and MAZA-Spain) are needed for computing the map of total surface current vectors in the overlapping coverage area. HFR is routinely used for real-time monitoring of ocean currents in many places around the world with a growing range of near-real time applications (e.g. search and rescue and oil spill monitoring, navigational safety, model assessment and model improvement, throughout data assimilation).","Instituto Hidrografico","Data collected by Instituto Hidrografico and Puertos del Estado and processed by CNR-ISMAR under the EU HFR network.","License Attribution-ShareAlike 4.0 International (CC BY-SA 4.0)","Instituto Hidrografico and Puertos del Estado","1.2","2","1","1.2","3","MONIZEE; MyCoast; OCASO","http://www.hidrografico.pt/","Instituto Hidrografico; Puertos del Estado;","data originator","ih.snig.metadados@hidrografico.pt;maribel@puertos.es;plorente@puertos.es","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","South Portugal HF Radar network","North Atlantic Ocean","-9.6","-6.2","36","37.2","1.5","60","GL","1","6","1","1","1",,"/home/radarcombine/EU_HFR_NODE/HFR-South/Totals_nc","/home/radarcombine/EU_HFR_NODE/HFR-South/Totals_mat",,"1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-South-Total_v3","/home/radarcombine/EU_HFR_NODE/HFR-South/SDC/Totals"
"HFR-SPLIT","2014-04-01",NULL,"HFR-SPLIT","700",NULL,"Near Real Time Surface Ocean Radial Velocity by HFR-SPLIT","The data set consists of real-time continuous coastal ocean surface current maps in Northern Adriatic Sea averaged over a time interval of 1 hour around the cardinal hour, measured by the coastal High-Frequency Radars. Surface ocean velocities estimated by HF Radar are representative of the upper upper 0.3‑2.5 meters of the ocean.","Institute of Oceanography and Fisheries","Surface current data were obtained by the HF radar network installed by the Institute of Oceanography and Fisheries.",NULL,NULL,"1","20","1","1","3",NULL,"https://jadran.izor.hr/eng/intro.html","Hrvoje Mihanovic; Vlado Dadic; Stipe Muslim","Network manager; HFR expert; HFR expert","hrvoje.mihanovic@izor.hr; dadic@izor.hr; stipe.muslim@izor.hr","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","HFR-SPLIT","Adriatic Sea",NULL,NULL,NULL,NULL,NULL,"60","MO","1","6","0","0","0",,,,,"0",,
"HFR-TirLig","2016-06-22",NULL,"HFR-TirLig","134","https://thredds.hfrnode.eu:8443/thredds/NRTcurrent/HFR-TirLig/HFR-TirLig_catalog.html","Near Real Time Surface Ocean Velocity by HFR-TirLig","The data set consists of maps of total velocity of the surface current in the North-Western Tyrrhenian Sea and Ligurian Sea averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","National Research Council - Institute of Marine Science - S.S. Lerici","Data collected and processed by CNR-ISMAR within RITMARE, Jerico-Next, IMPACT, SICOMAR Plus, EuroSea, Jerico-S3, SINAPSI, PNRR-ITINERIS, PNRR-RAISE projects and JERICO (Joint European Research Infrastructure for Coastal Observations).","HF radar sea surface current velocity dataset by CNR-ISMAR is licensed under a Creative Commons Attribution 4.0 International License. You should have received a copy of the license along with this work. If not, see http://creativecommons.org/licenses/by/4.0/.","ISMAR HF Radar Network has been established within RITMARE, Jerico-Next, IMPACT, SICOMAR Plus, EuroSea, Jerico-S3, SINAPSI, PNRR-ITINERIS, PNRR-RAISE projects and JERICO (Joint European Research Infrastructure for Coastal Observations). The network has been designed, implemented and managed through the efforts of ISMAR S.S. Lerici.","1.2","2","1","1.2","3","RITMARE, Jerico-Next, IMPACT, SICOMAR Plus, EuroSea, Jerico-S3, SINAPSI, PNRR-ITINERIS, PNRR-RAISE, JERICO (Joint European Research Infrastructure for Coastal Observations)","http://www.ismar.cnr.it/","Lorenzo Corgnati; Carlo Mantovani","metadata expert; HFR expert","lorenzo.corgnati@sp.ismar.cnr.it; carlo.mantovani@cnr.it","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","ISMAR_HFR_TirLig","Mediterranean Sea","7.5","10.5","43.25","44.5","2","60","GL","1","3","1","1","1",,"/home/radarcombine/EU_HFR_NODE/HFR-TirLig/Totals_nc","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/Totals_mat",,"1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-TirLig-Total_v3","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/SDC/Totals"
"HFR-US-Alaska","2009-09-13",NULL,"HFR-US-Alaska","3790","https://hfrnet-tds.ucsd.edu/thredds/catalog/HFR/AKNS/6km/hourly/RTV/catalog.html?dataset=HFR/AKNS/6km/hourly/RTV/HFRADAR_Alaska_-_North_Slope_6km_Resolution_Hourly_RTV_best.ncd","Near-Real Time Surface Ocean Velocity, Alaskan North Slope, 6km Resolution","Surface ocean velocities estimated from HF-Radar are representative of the upper 2.4 meters of the ocean.  The main objective of near-real time processing is to produce the best product from available data at the time of processing.  Radial velocity measurements are obtained from individual radar sites through the U.S. HF-Radar Network. Hourly radial data are processed by unweighted least squares on a 6km resolution grid of the Alaskan North Slope to produce near real-time surface current maps.","CORDC - Coastal Observing Research and Development Center","Data collected and processed by CORDC.","HF radar sea surface current velocity dataset by CORDC is licensed under a Creative Commons Attribution 4.0 International License. You should have received a copy of the license along with this work. If not, see http://creativecommons.org/licenses/by/4.0/.","HFR-US-Alaska HF Radar Network has been established within the Integrated Ocean Observing System (IOOS) program.","5","2","1","2","3","Integrated Ocean Observing System (IOOS)","http://cordc.ucsd.edu/","Lisa Hazard; Hugh Roarty; Mark Otero","HFR expert; HFR expert; HFR expert","hfrnet.administrators@sio.ucsd.edu; hfrnet.administrators@sio.ucsd.edu; hfrnet.administrators@sio.ucsd.edu","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","HFR_US_Alaska","Alaska Coast and North Slope","-174.11745","-128.64062","68","74.04128","6","60","GL","0","10","1","1","1",,"/home/radarcombine/EU_HFR_NODE/HFR-US-Alaska/Totals_nc",,"http://hfrnet-tds.ucsd.edu/thredds/dodsC/HFR/AKNS/6km/hourly/RTV/HFRADAR_Alaska_-_North_Slope_6km_Resolution_Hourly_RTV_best.ncd","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-US-Alaska-Total_v3",
"HFR-US-EastGulfCoast","2000-03-27",NULL,"HFR-US-EastGulfCoast","3790","https://hfrnet-tds.ucsd.edu/thredds/catalog/HFR/USEGC/6km/hourly/RTV/catalog.html?dataset=HFR/USEGC/6km/hourly/RTV/HFRADAR_US_East_and_Gulf_Coast_6km_Resolution_Hourly_RTV_best.ncd","Near-Real Time Surface Ocean Velocity, U.S. East and Gulf Coast, 6km Resolution","Surface ocean velocities estimated from HF-Radar are representative of the upper 2.4 meters of the ocean.  The main objective of near-real time processing is to produce the best product from available data at the time of processing.  Radial velocity measurements are obtained from individual radar sites through the U.S. HF-Radar Network. Hourly radial data are processed by unweighted least squares on a 6km resolution grid of the U.S. East and Gulf Coast to produce near real-time surface current maps.","CORDC - Coastal Observing Research and Development Center","Data collected and processed by CORDC.","HF radar sea surface current velocity dataset by CORDC is licensed under a Creative Commons Attribution 4.0 International License. You should have received a copy of the license along with this work. If not, see http://creativecommons.org/licenses/by/4.0/.","HFR-US-EastGulfCoast HF Radar Network has been established within the Integrated Ocean Observing System (IOOS) program.","5","2","1","2","3","Integrated Ocean Observing System (IOOS)","http://cordc.ucsd.edu/","Lisa Hazard; Hugh Roarty; Mark Otero","HFR expert; HFR expert; HFR expert","hfrnet.administrators@sio.ucsd.edu; hfrnet.administrators@sio.ucsd.edu; hfrnet.administrators@sio.ucsd.edu","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","HFR_US_EastGulfCoast","US East Coast and Gulf of Mexico","-97.88385","-57.23121","21.73596","46.49442","6","60","GL","0","10","1","1","1",,"/home/radarcombine/EU_HFR_NODE/HFR-US-EastGulfCoast/Totals_nc",,"http://hfrnet-tds.ucsd.edu/thredds/dodsC/HFR/USEGC/6km/hourly/RTV/HFRADAR_US_East_and_Gulf_Coast_6km_Resolution_Hourly_RTV_best.ncd","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-US-EastGulfCoast-Total_v3",
"HFR-US-Hawaii","2010-07-19",NULL,"HFR-US-Hawaii","3790","https://hfrnet-tds.ucsd.edu/thredds/catalog/HFR/USHI/6km/hourly/RTV/catalog.html?dataset=HFR/USHI/6km/hourly/RTV/HFRADAR_US_Hawaii_6km_Resolution_Hourly_RTV_best.ncd","Near-Real Time Surface Ocean Velocity, Hawaiian Islands, 6km Resolution","Surface ocean velocities estimated from HF-Radar are representative of the upper 2.4 meters of the ocean.  The main objective of near-real time processing is to produce the best product from available data at the time of processing.  Radial velocity measurements are obtained from individual radar sites through the U.S. HF-Radar Network. Hourly radial data are processed by unweighted least squares on a 6km resolution grid of the Hawaiian Islands to produce near real-time surface current maps.","CORDC - Coastal Observing Research and Development Center","Data collected and processed by CORDC.","HF radar sea surface current velocity dataset by CORDC is licensed under a Creative Commons Attribution 4.0 International License. You should have received a copy of the license along with this work. If not, see http://creativecommons.org/licenses/by/4.0/.","HFR-US-Hawaii HF Radar Network has been established within the Integrated Ocean Observing System (IOOS) program.","5","2","1","2","3","Integrated Ocean Observing System (IOOS)","http://cordc.ucsd.edu/","Lisa Hazard; Hugh Roarty; Mark Otero","HFR expert; HFR expert; HFR expert","hfrnet.administrators@sio.ucsd.edu; hfrnet.administrators@sio.ucsd.edu; hfrnet.administrators@sio.ucsd.edu","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","HFR_US_Hawaii","Hawaiian Islands","-163.1444","-151.9844","16.2204","24.8988","6","60","GL","0","10","1","1","1",,"/home/radarcombine/EU_HFR_NODE/HFR-US-Hawaii/Totals_nc",,"http://hfrnet-tds.ucsd.edu/thredds/dodsC/HFR/USHI/6km/hourly/RTV/HFRADAR_US_Hawaii_6km_Resolution_Hourly_RTV_best.ncd","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-US-Hawaii-Total_v3",
"HFR-US-PuertoRicoVirginIslands","2009-02-24",NULL,"HFR-US-PuertoRicoVirginIslands","3790","https://hfrnet-tds.ucsd.edu/thredds/catalog/HFR/PRVI/6km/hourly/RTV/catalog.html?dataset=HFR/PRVI/6km/hourly/RTV/HFRADAR_Puerto_Rico_and_the_US_Virgin_Islands_6km_Resolution_Hourly_RTV_best.ncd","Near-Real Time Surface Ocean Velocity, Puerto Rico and the Virgin Islands, 6km Resolution","Surface ocean velocities estimated from HF-Radar are representative of the upper 2.4 meters of the ocean.  The main objective of near-real time processing is to produce the best product from available data at the time of processing.  Radial velocity measurements are obtained from individual radar sites through the U.S. HF-Radar Network. Hourly radial data are processed by unweighted least squares on a 6km resolution grid of the Puerto Rico and the Virgin Islands to produce near real-time surface current maps.","CORDC - Coastal Observing Research and Development Center","Data collected and processed by CORDC.","HF radar sea surface current velocity dataset by CORDC is licensed under a Creative Commons Attribution 4.0 International License. You should have received a copy of the license along with this work. If not, see http://creativecommons.org/licenses/by/4.0/.","HFR-US-PuertoRicoVirginIslands HF Radar Network has been established within the Integrated Ocean Observing System (IOOS) program.","5","2","1","2","3","Integrated Ocean Observing System (IOOS)","http://cordc.ucsd.edu/","Lisa Hazard; Hugh Roarty; Mark Otero","HFR expert; HFR expert; HFR expert","hfrnet.administrators@sio.ucsd.edu; hfrnet.administrators@sio.ucsd.edu; hfrnet.administrators@sio.ucsd.edu","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","HFR_US_PuertoRicoVirginIslands","Puerto Rico and Virgin Islands","-70.5","-61.0242","14.5","21.99766","6","60","GL","0","10","1","1","1",,"/home/radarcombine/EU_HFR_NODE/HFR-US-PuertoRicoVirginIslands/Totals_nc",,"http://hfrnet-tds.ucsd.edu/thredds/dodsC/HFR/PRVI/6km/hourly/RTV/HFRADAR_Puerto_Rico_and_the_US_Virgin_Islands_6km_Resolution_Hourly_RTV_best.ncd","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-US-PuertoRicoVirginIslands-Total_v3",
"HFR-US-WestCoast","2004-10-24",NULL,"HFR-US-WestCoast","3790","https://hfrnet-tds.ucsd.edu/thredds/catalog/HFR/USWC/6km/hourly/RTV/catalog.html?dataset=HFR/USWC/6km/hourly/RTV/HFRADAR_US_West_Coast_6km_Resolution_Hourly_RTV_best.ncd","Near-Real Time Surface Ocean Velocity, U.S. West Coast, 6km Resolution","Surface ocean velocities estimated from HF-Radar are representative of the upper 2.4 meters of the ocean.  The main objective of near-real time processing is to produce the best product from available data at the time of processing.  Radial velocity measurements are obtained from individual radar sites through the U.S. HF-Radar Network. Hourly radial data are processed by unweighted least squares on a 6km resolution grid of the U.S. West Coast to produce near real-time surface current maps.","CORDC - Coastal Observing Research and Development Center","Data collected and processed by CORDC.","HF radar sea surface current velocity dataset by CORDC is licensed under a Creative Commons Attribution 4.0 International License. You should have received a copy of the license along with this work. If not, see http://creativecommons.org/licenses/by/4.0/.","HFR-US-WestCoast HF Radar Network has been established within the Integrated Ocean Observing System (IOOS) program.","5","2","1","2","3","Integrated Ocean Observing System (IOOS)","http://cordc.ucsd.edu/","Lisa Hazard; Hugh Roarty; Mark Otero","HFR expert; HFR expert; HFR expert","hfrnet.administrators@sio.ucsd.edu; hfrnet.administrators@sio.ucsd.edu; hfrnet.administrators@sio.ucsd.edu","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","HFR_US_WestCoast","US West Coast","-130.36","-115.80557","30.25","49.99204","6","60","GL","0","10","1","1","1",,"/home/radarcombine/EU_HFR_NODE/HFR-US-WestCoast/Totals_nc",,"http://hfrnet-tds.ucsd.edu/thredds/dodsC/HFR/USWC/6km/hourly/RTV/HFRADAR_US_West_Coast_6km_Resolution_Hourly_RTV_best.ncd","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-US-WestCoast-Total_v3",
"HFR-Vestlandet","2022-07-08",NULL,"HFR-Vestlandet","1212","https://thredds.hfrnode.eu:8443/thredds/NRTcurrent/HFR-Vestlandet/HFR-Vestlandet_catalog.html","Near Real Time Surface Ocean Velocity by HFR-Vestlandet","The data set consists of maps of total velocity of the surface current along the Western coast of Norway, averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Norwegian Meteorological Institute","Data collected and processed by the Norwegian Meteorological Institute.","HF radar sea surface current velocity dataset by Norwegian Meteorological Institute is licensed under a Creative Commons Attribution 4.0 International License. You should have received a copy of the license along with this work. If not, see http://creativecommons.org/licenses/by/4.0/.","HFR-Vestlandet Radar Network has been designed, implemented and managed through the efforts of the Norwegian Meteorological Institute.","1.2","2","1","1.2","3","N/A","http://www.met.no","Terje Borge; Martina Idzanovic","Site manager; Administrative contact","terjeb@met.no; martinai@met.no","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of two or more radar stations.","MetNo HFR-Vestlandet","The North sea","1","8.5","56.5","64","5","60","GL","1","6","1","1","1",,"/home/radarcombine/EU_HFR_NODE/HFR-Vestlandet/Totals_nc","/home/radarcombine/EU_HFR_NODE/HFR-Vestlandet/Totals_mat",NULL,"0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Vestlandet-Total_v3","/home/radarcombine/EU_HFR_NODE/HFR-Vestlandet/SDC/Totals"
"HFR-Vigo","2010-04-01","2016-05-27","HFR-Vigo","2163","http://opendap.intecmar.gal/thredds/catalog/data/nc/RADAR_HF/Vigo/LS/catalog.html","Near Real Time Surface Ocean Velocity by HFR_Vigo - spatial resolution 400 m","The data set consists of maps of total velocity of the surface current in the RÕa de Vigo averaged over a time interval of half an hour around the cardinal hour and with spatial resolution of 400 m. Surface ocean velocities estimated by HF Radar are representative of the upper 0.5 meters of the ocean.","University of Vigo","These data were collected  and processed by the University of Vigo and made freely available by Puertos del Estado and Intecmar. "," Creative Commons Attribution 4.0 International License. http://creativecommons.org/licenses/by/4.0/.","n/a","1","2.5","1","1","3",,"http://eddy.uvigo.es/","Silvia Piedracoba; Ramiro Varela; Jose Gonzalez","Network manager; Network manager; Network manager","spiedra@uvigo.es; rvarela@uvigo.es; josegonzalez@uvigo.es","Total velocities are derived using least square fit that maps radial velocities measured from individual sites onto a cartesian grid. The final product is a map of the horizontal components of the ocean currents on a regular grid in the area of overlap of","HFR-Vigo-400m","Ria de Vigo","-8.9","-8.5","42.1","42.27","0.4","30","GL","1","1","0","0","1",,,,,"0",,
